bioscreen_well	replicate	sp_hist	strep_conc	y0	mumax	r2
67	2	ANC_1287	16	0.0101183825777441	0.4084528112036425	0.9995813341380496
68	3	ANC_1287	16	0.01034406384680794	0.4099521808384712	0.9995548745750216
69	4	ANC_1287	16	0.01057177897394449	0.401003980084446	0.9996154794685774
7	2	ANC_1287	0	0.01183724529308324	0.38596207315151015	0.9996771449662776
70	5	ANC_1287	16	0.01356092519427814	0.3686577188946089	0.9995131180615352
76	1	ANC_1977	16	0.04198817764357856	0.01815108425330685	0.9990815183833608
77	2	ANC_1977	16	1.9256360830008075e-4	0.2551633430110256	0.9999351850089128
78	3	ANC_1977	16	4.595264866046911e-5	0.2505947566858547	0.9999382246266526
79	4	ANC_1977	16	1.8874679818082378e-5	0.25384827848927694	0.9999119808452156
8	3	ANC_1287	0	0.01184008935183994	0.38322490778290375	0.9996882139910284
80	5	ANC_1977	16	1.4596702482269433e-5	0.2204874894835048	0.9998254736374323
86	1	ANC_1287	32	0.01330010119461523	0.35415422032273974	0.9997872176605194
87	2	ANC_1287	32	0.01327921804129269	0.35534199143639067	0.999781326027248
88	3	ANC_1287	32	0.01276595133187366	0.35870752186301263	0.9997600075131152
89	4	ANC_1287	32	0.01225001839564635	0.3730132635291125	0.9996973176619408
9	4	ANC_1287	0	0.01225906026936884	0.3796473360932871	0.9996913151876768
90	5	ANC_1287	32	0.01254458472741644	0.36117211163390217	0.999768208760382
96	1	ANC_1977	32	0.08431149155081437	0.00760351582739923	0.9865664486557988
97	2	ANC_1977	32	0.08404781390823954	0.00677914419199441	0.9949176886414004
98	3	ANC_1977	32	0.08383603355136883	0.00536121893717809	0.9814524054172444
99	4	ANC_1977	32	0.08334401161028594	0.00866608547080286	0.97706504466527
10	5	ANC_1287	2048	0.08132027150954849	0.00890856230171226	0.9896942327935006
100	5	EVO_1977	8	0.00184270324072808	0.35546921349211025	0.9998157284567863
106	1	EVO_1287	16	0.00984641974257226	0.27893120786310877	0.999887302895816
107	2	EVO_1287	16	0.00966375168969182	0.2804551020092086	0.9998886212132818
108	3	EVO_1287	16	0.00917316511476741	0.2865645629117266	0.9998587990363276
109	4	EVO_1287	16	0.00887326490877025	0.2876885529486576	0.9998656899322748
110	5	EVO_1287	16	0.00967128524343356	0.27933387873019094	0.9998790189133864
116	1	EVO_1977	16	0.00224970553267183	0.34114828637347494	0.9998539941844182
117	2	EVO_1977	16	0.00219160672346036	0.34257343378963673	0.999841553043599
118	3	EVO_1977	16	0.0021366623066311	0.3421531629042421	0.9998322128824958
119	4	EVO_1977	16	0.00221915471349786	0.3421497265178813	0.9998354913473908
120	5	EVO_1977	16	0.00195425027670381	0.3537326234454794	0.9998337640438564
126	1	EVO_1287	32	0.00920492783894803	0.27930604049409297	0.9998600352864996
127	2	EVO_1287	32	0.00934904358927916	0.28024954675408825	0.9998500797508992
128	3	EVO_1287	32	0.00953684552453866	0.2797063848551049	0.9998442860602412
129	4	EVO_1287	32	0.00955630100582071	0.28474987112040634	0.9998315280041696
130	5	EVO_1287	32	0.00968085328183387	0.27279202521909224	0.9998526786074766
136	1	EVO_1977	32	0.00209058614883504	0.34437484041416827	0.9998605438315514
137	2	EVO_1977	32	0.00190715404296115	0.35130539642968256	0.999852303114078
138	3	EVO_1977	32	0.00204876944399245	0.34855703761627693	0.9998408159849362
139	4	EVO_1977	32	0.00189180801377593	0.3497131415200001	0.9998538571764456
140	5	EVO_1977	32	0.00177225511204525	0.3560527584999314	0.9998074708328988
16	1	ANC_1977	2048	0.07933040992316667	0.01122440756438035	0.98523683681817
17	2	ANC_1977	2048	0.07975735855685269	0.00981716164026981	0.981956943110018
18	3	ANC_1977	2048	0.08038185893448731	0.01006461153689407	0.9896681604197756
19	4	ANC_1977	2048	0.0813348790798204	0.0060571617772411	0.9772648285472868
20	5	ANC_1977	2048	0.08203248450387453	0.00786489544180018	0.9866351548058612
26	1	ANC_1287	4096	0.07927365662688732	0.00971802068067403	0.9888701785700206
27	2	ANC_1287	4096	0.07901043465901086	0.0097005440950836	0.9873897070959032
28	3	ANC_1287	4096	0.07940341509810075	0.01002912953259484	0.991671303790504
29	4	ANC_1287	4096	0.07965740432475907	0.00835025979502064	0.9938780581707294
30	5	ANC_1287	4096	0.08160532828299123	0.00706242828503628	0.9786860640010838
36	1	ANC_1977	4096	0.07900253851262135	0.00964766362701537	0.9883346785245646
37	2	ANC_1977	4096	0.07897292203624022	0.0114460627845225	0.9887357822334994
38	3	ANC_1977	4096	0.0795748525804701	0.00994868290375394	0.9838359185310828
39	4	ANC_1977	4096	0.08092196268749682	0.00742543142444937	0.9852504934587404
40	5	ANC_1977	4096	0.08135096770912051	0.00637139266890462	0.9742944353700774
46	1	EVO_1287	0	0.00947313968892836	0.27440192760267884	0.999893750436024
47	2	EVO_1287	0	0.0093072524167923	0.2740178081077332	0.9998969369031852
48	3	EVO_1287	0	0.00930889404748182	0.27485148643089496	0.9999052845768662
49	4	EVO_1287	0	0.00955124958878638	0.2746039621017387	0.9999027487058876
50	5	EVO_1287	0	0.00875389447020322	0.28552669115838536	0.9998913270544898
56	1	EVO_1977	0	0.00213274355961643	0.34225131327601205	0.9998533026202722
57	2	EVO_1977	0	0.00194655289805343	0.34986479665662246	0.9998347886896948
58	3	EVO_1977	0	0.00189278815969833	0.3500471716849111	0.99982765760798
59	4	EVO_1977	0	0.00180541880760841	0.3560915708839267	0.9998262929306896
6	1	ANC_1287	2048	0.08007540123105397	0.01105210157301631	0.9897117593339902
60	5	EVO_1977	0	0.00186512193530038	0.35104611093706856	0.9998196258774276
66	1	EVO_1287	4	0.00835412256232338	0.2967573267762018	0.9998674987155608
67	2	EVO_1287	4	0.00802243395950767	0.30219124381935564	0.9998439798674312
68	3	EVO_1287	4	0.00823945188422633	0.2999321700698888	0.9998427334456798
69	4	EVO_1287	4	0.00825736858347422	0.2959662093452437	0.9998549764630064
7	2	ANC_1287	2048	0.07975814555987407	0.00978864864194816	0.9931051827251766
70	5	EVO_1287	4	0.00819376841463764	0.29593037028115027	0.9998580975470563
76	1	EVO_1977	4	0.00206603799275252	0.3439279961392146	0.9998223559893148
77	2	EVO_1977	4	0.00225562170884442	0.3408337916436944	0.999831686956244
78	3	EVO_1977	4	0.00195454884491123	0.34722296559023574	0.9998496227769772
79	4	EVO_1977	4	0.0021409836221225	0.3450209523923667	0.9998391488678774
8	3	ANC_1287	2048	0.08004420331687186	0.0098675378159857	0.9939483572097558
80	5	EVO_1977	4	0.00183617331873116	0.3560532961773231	0.9998281811966238
86	1	EVO_1287	8	0.00716661112988523	0.3160605102461313	0.9997733313031192
87	2	EVO_1287	8	0.00736824644392539	0.3109546719815478	0.9997751367446804
88	3	EVO_1287	8	0.00781923129424337	0.3035580836159924	0.9998186520180932
89	4	EVO_1287	8	0.00820624853347406	0.297008316011734	0.999848177715056
9	4	ANC_1287	2048	0.08104349551883211	0.0097815984543609	0.9935281227961328
90	5	EVO_1287	8	0.00810513604032378	0.2980693767900613	0.999829836324709
96	1	EVO_1977	8	0.00217008001947907	0.33877567668781877	0.9998360534456286
97	2	EVO_1977	8	0.00218820029628711	0.3430599524915115	0.9998376096520522
98	3	EVO_1977	8	0.0019797534260196	0.3460026978659074	0.9998350139756595
99	4	EVO_1977	8	0.001926089435694	0.35121757679928217	0.999807251162978
10	5	EVO_1287	64	0.00774555410725395	0.29012890622796333	0.999867315163623
100	5	EVO_1977	1024	0.0017698225127169	0.3584079501750285	0.9997765949045108
106	1	EVO_1287	2048	0.00841663866660779	0.2826266963253963	0.9998797687458656
107	2	EVO_1287	2048	0.00821127926460394	0.284207622154372	0.9998792177334936
108	3	EVO_1287	2048	0.00873813294436605	0.2814006068775949	0.9998954213643078
109	4	EVO_1287	2048	0.00795196043760053	0.2910207244908685	0.9998698459609706
110	5	EVO_1287	2048	0.00757863769011826	0.2949077892721573	0.9998773170193476
116	1	EVO_1977	2048	0.00217557739963388	0.33943196264435094	0.9998230746169158
117	2	EVO_1977	2048	0.00204722475447487	0.3525241028883707	0.9998176510738924
118	3	EVO_1977	2048	0.0024805526700982	0.33560852437894967	0.9998335796276254
119	4	EVO_1977	2048	0.00213302933337734	0.3454518750472639	0.9997996779554912
120	5	EVO_1977	2048	0.00222210264546737	0.33914151926122665	0.9997989795208364
126	1	EVO_1287	4096	0.00653194634907933	0.315449633828527	0.9998250905218888
127	2	EVO_1287	4096	0.00679261727590153	0.31745101295068484	0.9998215160304192
128	3	EVO_1287	4096	0.00691780128628887	0.31709487713601775	0.99983217983328
129	4	EVO_1287	4096	0.00765281957528537	0.30042665198814594	0.999861555986534
130	5	EVO_1287	4096	0.0078473787664771	0.29720449975533275	0.9998631766403986
136	1	EVO_1977	4096	0.00192891177501102	0.33297404918877455	0.9998480073682064
137	2	EVO_1977	4096	0.00199955528829526	0.33141257506024174	0.9998206336095514
138	3	EVO_1977	4096	0.00158777531255607	0.34420302429024213	0.999815402448503
139	4	EVO_1977	4096	0.00197955764674004	0.3333593506450738	0.9998315328983456
140	5	EVO_1977	4096	0.00188226697125446	0.33490047460395095	0.9998093875162948
16	1	EVO_1977	64	0.00212627593646394	0.3507912473532097	0.9998333223508
17	2	EVO_1977	64	0.00198171344332127	0.35923112722447587	0.9998060628462376
18	3	EVO_1977	64	0.00200104847962226	0.35072659732122213	0.9998281115188328
19	4	EVO_1977	64	0.00203435727586916	0.35323980495854057	0.9998567883682756
20	5	EVO_1977	64	0.00228097164907227	0.34388231394650276	0.9998483459170908
26	1	EVO_1287	128	0.00764552367167823	0.2980738339142838	0.9998758203427356
27	2	EVO_1287	128	0.00779639895404226	0.29329458869556446	0.9998818573388956
28	3	EVO_1287	128	0.00838974915391858	0.28833765731083133	0.9998784586074436
29	4	EVO_1287	128	0.00801506213843214	0.28955858833159337	0.9998656026088236
30	5	EVO_1287	128	0.00801870525656981	0.2900234910288974	0.9998499504847482
36	1	EVO_1977	128	0.00199969751033869	0.35258616914150326	0.9998676079826914
37	2	EVO_1977	128	0.0019970931692755	0.3579047694862345	0.9998402795796232
38	3	EVO_1977	128	0.00187084352447463	0.3598364081439223	0.9998472094402994
39	4	EVO_1977	128	0.00181846068513116	0.36260051529449466	0.9998483717842834
40	5	EVO_1977	128	0.00172646535852129	0.36362360783765774	0.9998085412847836
46	1	EVO_1287	256	0.00680701844931641	0.3124956930618911	0.9998135905162364
47	2	EVO_1287	256	0.0069939905699411	0.3116086990982271	0.9998260131850268
48	3	EVO_1287	256	0.00641197076872974	0.31564472367067414	0.9998205844861586
49	4	EVO_1287	256	0.00688955124913151	0.30537398736439875	0.9998276402431744
50	5	EVO_1287	256	0.00701101942581426	0.30651884998877915	0.999819417440074
56	1	EVO_1977	256	0.00209011581691251	0.34979783689363336	0.9998395625657922
57	2	EVO_1977	256	0.00215048144951872	0.35413945086673987	0.999841223132421
58	3	EVO_1977	256	0.00191358150024347	0.35564749820960934	0.9998376447908718
59	4	EVO_1977	256	0.00228290307112664	0.35181428016776134	0.9998734693107182
6	1	EVO_1287	64	0.00892074413162839	0.27381851091626636	0.9998884529021052
60	5	EVO_1977	256	0.00200245538261756	0.3541216454851898	0.9998136772103824
66	1	EVO_1287	512	0.00698782234752016	0.3124673466766532	0.9998093498173596
67	2	EVO_1287	512	0.00679836074204534	0.3107059373094405	0.9998285635715856
68	3	EVO_1287	512	0.00692718821755993	0.31014789291657896	0.9998355590078446
69	4	EVO_1287	512	0.00756706663677494	0.30115817037680603	0.9998493772755876
7	2	EVO_1287	64	0.00851878921807703	0.2782590674645984	0.9998802724064964
70	5	EVO_1287	512	0.00775874041335025	0.29685481416851756	0.999856701349364
76	1	EVO_1977	512	0.00189731171324433	0.3569012903550391	0.999837989526652
77	2	EVO_1977	512	0.00194893396762225	0.3582503435085851	0.9998258523205164
78	3	EVO_1977	512	0.00186125192765791	0.36057529205448696	0.9998108484252016
79	4	EVO_1977	512	0.00190207656613074	0.35894762218435367	0.99981033537233
8	3	EVO_1287	64	0.0084222008169479	0.2801839907587505	0.9998744528469234
80	5	EVO_1977	512	0.00185935144328872	0.35762140637388806	0.9997654698233894
86	1	EVO_1287	1024	0.00914254560409316	0.27290721547024327	0.9998790262658238
87	2	EVO_1287	1024	0.00889948245234462	0.2739796256861333	0.999870602082282
88	3	EVO_1287	1024	0.00921789109618348	0.2717636620045383	0.9998721660495098
89	4	EVO_1287	1024	0.00888476669104278	0.2752855615737187	0.9998742477843516
9	4	EVO_1287	64	0.00865119757376305	0.279539862875516	0.999869838620101
90	5	EVO_1287	1024	0.00860733529875346	0.2763946655337371	0.9998681012539864
96	1	EVO_1977	1024	0.00200774251163672	0.35561938213290945	0.9997594332259356
97	2	EVO_1977	1024	0.00203539727964227	0.35097895617904834	0.9997752912559608
98	3	EVO_1977	1024	0.0017561957853454	0.36221404659159506	0.9997418056797674
99	4	EVO_1977	1024	0.00196781693577754	0.35342589885792464	0.999756518177896
