seconds	hours	well	OD600	OD600_rollmean	plate	strain	evolution	competition_pair	replicate	culture_type	joined_well_pair	media	strep_conc_ugml	dilution	plate_name	start_hrs_from_0
0	0	B01	0.126	0.12833333333333333	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
1200	0.3333333333333333	B01	0.129	0.12975	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
2400	0.6666666666666666	B01	0.13	0.1312	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
3600	1	B01	0.134	0.1336	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
4800	1.3333333333333333	B01	0.137	0.136	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
6000	1.6666666666666667	B01	0.138	0.1388	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
7200	2	B01	0.141	0.141	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
8400	2.3333333333333335	B01	0.144	0.1426	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
9600	2.6666666666666665	B01	0.145	0.1444	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
10800	3	B01	0.145	0.14559999999999998	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
12000	3.3333333333333335	B01	0.147	0.146	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
13200	3.6666666666666665	B01	0.147	0.146	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
14400	4	B01	0.146	0.14559999999999998	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
15600	4.333333333333333	B01	0.145	0.14479999999999998	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
16800	4.666666666666667	B01	0.143	0.14459999999999998	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
18000	5	B01	0.143	0.15039999999999998	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
19200	5.333333333333333	B01	0.146	0.156	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
20400	5.666666666666667	B01	0.175	0.1658	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
21600	6	B01	0.173	0.1774	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
22800	6.333333333333333	B01	0.192	0.1916	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
24000	6.666666666666667	B01	0.201	0.203	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
25200	7	B01	0.217	0.2196	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
26400	7.333333333333333	B01	0.232	0.2364	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
27600	7.666666666666667	B01	0.256	0.2558	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
28800	8	B01	0.276	0.2762	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
30000	8.333333333333334	B01	0.298	0.3006	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
31200	8.666666666666666	B01	0.319	0.327	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
32400	9	B01	0.354	0.3534	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
33600	9.333333333333334	B01	0.388	0.3828	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
34800	9.666666666666666	B01	0.408	0.4132	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
36000	10	B01	0.445	0.4428	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
37200	10.333333333333334	B01	0.471	0.4722	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
38400	10.666666666666666	B01	0.502	0.5034	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
39600	11	B01	0.535	0.5352	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
40800	11.333333333333334	B01	0.564	0.5674	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
42001	11.666944444444445	B01	0.604	0.5994	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
43201	12.000277777777775	B01	0.632	0.6302	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
44401	12.33361111111111	B01	0.662	0.6587999999999999	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
45601	12.666944444444445	B01	0.689	0.6834	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
46801	13.000277777777775	B01	0.707	0.7078	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
48001	13.33361111111111	B01	0.727	0.731	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
49201	13.666944444444445	B01	0.754	0.7534	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
50401	14.000277777777775	B01	0.778	0.776	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
51601	14.33361111111111	B01	0.801	0.798	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
52801	14.666944444444445	B01	0.82	0.8178	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
54001	15.000277777777775	B01	0.837	0.8364	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
55201	15.33361111111111	B01	0.853	0.853	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
56401	15.666944444444445	B01	0.871	0.8688	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
57601	16.00027777777778	B01	0.884	0.8836	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
58801	16.33361111111111	B01	0.899	0.8962	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
60001	16.666944444444443	B01	0.911	0.9064	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
61201	17.00027777777778	B01	0.916	0.9156	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
62401	17.33361111111111	B01	0.922	0.9226	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
63601	17.666944444444443	B01	0.93	0.9294	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
64801	18.00027777777778	B01	0.934	0.9376	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
66001	18.33361111111111	B01	0.945	0.947	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
67201	18.666944444444443	B01	0.957	0.958	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
68401	19.00027777777778	B01	0.969	0.9688	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
69601	19.33361111111111	B01	0.985	0.9804	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
70801	19.666944444444443	B01	0.988	0.9924	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
72001	20.00027777777778	B01	1.003	1.0034	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
73201	20.33361111111111	B01	1.017	1.0152	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
74401	20.666944444444443	B01	1.024	1.0296	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
75601	21.00027777777778	B01	1.044	1.049	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
76801	21.33361111111111	B01	1.06	1.0632	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
78001	21.666944444444443	B01	1.1	1.0786	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
79201	22.00027777777778	B01	1.088	1.0944	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
80401	22.33361111111111	B01	1.101	1.1098	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
81601	22.666944444444443	B01	1.123	1.1182	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
82801	23.00027777777778	B01	1.137	1.1312	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
84001	23.33361111111111	B01	1.142	1.143	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
85201	23.666944444444443	B01	1.153	1.1534	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
86401	24.00027777777778	B01	1.16	1.1636	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
87601	24.33361111111111	B01	1.175	1.1726	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
88801	24.666944444444443	B01	1.188	1.1828	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
90001	25.00027777777778	B01	1.187	1.1934	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
91201	25.33361111111111	B01	1.204	1.2032	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
92401	25.666944444444443	B01	1.213	1.2126	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
93601	26.00027777777778	B01	1.224	1.2246	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
94801	26.33361111111111	B01	1.235	1.2354	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
96001	26.666944444444443	B01	1.247	1.2462	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
97201	27.00027777777778	B01	1.258	1.2566	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
98401	27.33361111111111	B01	1.267	1.2668	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
99601	27.666944444444443	B01	1.276	1.2768	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
100802	28.00055555555555	B01	1.286	1.287	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
102002	28.33388888888889	B01	1.297	1.2978	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
103202	28.66722222222222	B01	1.309	1.3082	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
104402	29.00055555555555	B01	1.321	1.3188	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
105602	29.33388888888889	B01	1.328	1.3284	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
106802	29.66722222222222	B01	1.339	1.3376	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
108002	30.00055555555555	B01	1.345	1.346	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
109202	30.33388888888889	B01	1.355	1.3542	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
110402	30.66722222222222	B01	1.363	1.3614	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
111602	31.00055555555555	B01	1.369	1.368	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
112802	31.33388888888889	B01	1.375	1.3734	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
114002	31.66722222222222	B01	1.378	1.378	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
115202	32.00055555555556	B01	1.382	1.3822	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
116402	32.333888888888886	B01	1.386	1.3865999999999998	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
117602	32.66722222222222	B01	1.39	1.3934	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
118802	33.00055555555556	B01	1.397	1.401	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
120002	33.333888888888886	B01	1.412	1.4092	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
121202	33.66722222222222	B01	1.42	1.4188	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
122402	34.00055555555556	B01	1.427	1.4284	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
123602	34.333888888888886	B01	1.438	1.4372	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
124802	34.66722222222222	B01	1.445	1.4464	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
126002	35.00055555555556	B01	1.456	1.4558	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
127202	35.333888888888886	B01	1.466	1.4646	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
128402	35.66722222222222	B01	1.474	1.4738	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
129602	36.00055555555556	B01	1.482	1.4818	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
130802	36.333888888888886	B01	1.491	1.489	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
132002	36.66722222222222	B01	1.496	1.4956	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
133202	37.00055555555556	B01	1.502	1.5018	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
134402	37.333888888888886	B01	1.507	1.5072	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
135602	37.66722222222222	B01	1.513	1.512	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
136802	38.00055555555556	B01	1.518	1.5162	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
138002	38.333888888888886	B01	1.52	1.5196	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
139202	38.66722222222222	B01	1.523	1.5222	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
140402	39.00055555555556	B01	1.524	1.5238	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
141602	39.333888888888886	B01	1.526	1.525	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
142802	39.66722222222222	B01	1.526	1.5258	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
144002	40.00055555555556	B01	1.526	1.527	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
145202	40.333888888888886	B01	1.527	1.5278	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
146402	40.66722222222222	B01	1.53	1.5294	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
147602	41.00055555555556	B01	1.53	1.5306	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
148803	41.33416666666667	B01	1.534	1.5322	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
150003	41.6675	B01	1.532	1.533	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
151203	42.00083333333333	B01	1.535	1.5342	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
152403	42.33416666666667	B01	1.534	1.535	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
153603	42.6675	B01	1.536	1.5366	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
154803	43.00083333333333	B01	1.538	1.5382	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
156003	43.33416666666667	B01	1.54	1.5404	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
157203	43.6675	B01	1.543	1.5432	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
158403	44.00083333333333	B01	1.545	1.5462	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
159603	44.33416666666667	B01	1.55	1.5498	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
160803	44.6675	B01	1.553	1.5534	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
162003	45.00083333333333	B01	1.558	1.5578	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
163203	45.33416666666667	B01	1.561	1.5622	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
164403	45.6675	B01	1.567	1.5674	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
165603	46.00083333333333	B01	1.572	1.5718	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
166803	46.33416666666667	B01	1.579	1.5762	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
168003	46.6675	B01	1.58	1.58	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
169203	47.00083333333333	B01	1.583	1.584	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
170403	47.33416666666667	B01	1.586	1.587	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
171603	47.6675	B01	1.592	1.58875	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
172803	48.00083333333333	B01	1.594	1.590666666666667	1	H1977	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
0	0	B03	0.124	0.12366666666666666	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
1200	0.3333333333333333	B03	0.124	0.12375	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
2400	0.6666666666666666	B03	0.123	0.1238	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
3600	1	B03	0.124	0.1238	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
4800	1.3333333333333333	B03	0.124	0.1238	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
6000	1.6666666666666667	B03	0.124	0.1242	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
7200	2	B03	0.124	0.1244	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
8400	2.3333333333333335	B03	0.125	0.1248	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
9600	2.6666666666666665	B03	0.125	0.1254	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
10800	3	B03	0.126	0.1262	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
12000	3.3333333333333335	B03	0.127	0.1272	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
13200	3.6666666666666665	B03	0.128	0.1284	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
14400	4	B03	0.13	0.13	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
15600	4.333333333333333	B03	0.131	0.13240000000000002	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
16800	4.666666666666667	B03	0.134	0.1378	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
18000	5	B03	0.139	0.1436	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
19200	5.333333333333333	B03	0.155	0.14880000000000002	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
20400	5.666666666666667	B03	0.159	0.154	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
21600	6	B03	0.157	0.161	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
22800	6.333333333333333	B03	0.16	0.172	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
24000	6.666666666666667	B03	0.174	0.1844	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
25200	7	B03	0.21	0.202	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
26400	7.333333333333333	B03	0.221	0.2234	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
27600	7.666666666666667	B03	0.245	0.2462	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
28800	8	B03	0.267	0.26739999999999997	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
30000	8.333333333333334	B03	0.288	0.292	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
31200	8.666666666666666	B03	0.316	0.3176	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
32400	9	B03	0.344	0.34659999999999996	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
33600	9.333333333333334	B03	0.373	0.3786	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
34800	9.666666666666666	B03	0.412	0.4154	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
36000	10	B03	0.448	0.4528	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
37200	10.333333333333334	B03	0.5	0.4916	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
38400	10.666666666666666	B03	0.531	0.5292	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
39600	11	B03	0.567	0.5662	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
40800	11.333333333333334	B03	0.6	0.5978	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
42001	11.666944444444445	B03	0.633	0.6276	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
43201	12.000277777777775	B03	0.658	0.6544	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
44401	12.33361111111111	B03	0.68	0.679	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
45601	12.666944444444445	B03	0.701	0.6996	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
46801	13.000277777777775	B03	0.723	0.7184	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
48001	13.33361111111111	B03	0.736	0.7358	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
49201	13.666944444444445	B03	0.752	0.7528	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
50401	14.000277777777775	B03	0.767	0.7688	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
51601	14.33361111111111	B03	0.786	0.7854	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
52801	14.666944444444445	B03	0.803	0.8026	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
54001	15.000277777777775	B03	0.819	0.8196	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
55201	15.33361111111111	B03	0.838	0.836	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
56401	15.666944444444445	B03	0.852	0.8518	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
57601	16.00027777777778	B03	0.868	0.867	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
58801	16.33361111111111	B03	0.882	0.8818	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
60001	16.666944444444443	B03	0.895	0.8958	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
61201	17.00027777777778	B03	0.912	0.909	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
62401	17.33361111111111	B03	0.922	0.9222	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
63601	17.666944444444443	B03	0.934	0.9352	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
64801	18.00027777777778	B03	0.948	0.9472	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
66001	18.33361111111111	B03	0.96	0.9598	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
67201	18.666944444444443	B03	0.972	0.9718	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
68401	19.00027777777778	B03	0.985	0.982	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
69601	19.33361111111111	B03	0.994	0.9912	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
70801	19.666944444444443	B03	0.999	1	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
72001	20.00027777777778	B03	1.006	1.0084	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
73201	20.33361111111111	B03	1.016	1.0164	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
74401	20.666944444444443	B03	1.027	1.0246	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
75601	21.00027777777778	B03	1.034	1.0328	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
76801	21.33361111111111	B03	1.04	1.041	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
78001	21.666944444444443	B03	1.047	1.0492	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
79201	22.00027777777778	B03	1.057	1.0582	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
80401	22.33361111111111	B03	1.068	1.0692	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
81601	22.666944444444443	B03	1.079	1.0814	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
82801	23.00027777777778	B03	1.095	1.0928	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
84001	23.33361111111111	B03	1.108	1.1036	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
85201	23.666944444444443	B03	1.114	1.115	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
86401	24.00027777777778	B03	1.122	1.1254	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
87601	24.33361111111111	B03	1.136	1.1364	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
88801	24.666944444444443	B03	1.147	1.1474	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
90001	25.00027777777778	B03	1.163	1.1586	1	H1977	anc	A1977_E1977	a	coculture	B03B04	M9MM	0	10000	c1	0
