seconds	hours	well	OD600	OD600_rollmean	plate	strain	evolution	competition_pair	replicate	culture_type	joined_well_pair	media	strep_conc_ugml	dilution	plate_name	start_hrs_from_0
120002	33.333888888888886	C07	0.976	0.976	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
121202	33.66722222222222	C07	0.979	0.9788	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
122402	34.00055555555556	C07	0.981	0.9814	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
123602	34.333888888888886	C07	0.984	0.984	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
124802	34.66722222222222	C07	0.987	0.987	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
126002	35.00055555555556	C07	0.989	0.9902	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
127202	35.333888888888886	C07	0.994	0.9936	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
128402	35.66722222222222	C07	0.997	0.9972	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
129602	36.00055555555556	C07	1.001	1.0015999999999998	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
130802	36.333888888888886	C07	1.005	1.0068	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
132002	36.66722222222222	C07	1.011	1.013	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
133202	37.00055555555556	C07	1.02	1.0198	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
134402	37.333888888888886	C07	1.028	1.0272	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
135602	37.66722222222222	C07	1.035	1.0346	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
136802	38.00055555555556	C07	1.042	1.0412	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
138003	38.33416666666667	C07	1.048	1.047	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
139203	38.6675	C07	1.053	1.052	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
140403	39.00083333333333	C07	1.057	1.0556	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
141603	39.33416666666667	C07	1.06	1.0578	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
142803	39.6675	C07	1.06	1.0588	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
144003	40.00083333333333	C07	1.059	1.0586	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
145203	40.33416666666667	C07	1.058	1.0572	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
146403	40.6675	C07	1.056	1.0552	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
147603	41.00083333333333	C07	1.053	1.0532	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
148803	41.33416666666667	C07	1.05	1.051	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
150003	41.6675	C07	1.049	1.049	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
151203	42.00083333333333	C07	1.047	1.0472	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
152403	42.33416666666667	C07	1.046	1.0458	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
153603	42.6675	C07	1.044	1.0444	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
154803	43.00083333333333	C07	1.043	1.043	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
156003	43.33416666666667	C07	1.042	1.0416	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
157203	43.6675	C07	1.04	1.0404	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
158403	44.00083333333333	C07	1.039	1.0394	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
159603	44.33416666666667	C07	1.038	1.0384	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
160803	44.6675	C07	1.038	1.0374	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
162003	45.00083333333333	C07	1.037	1.0364	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
163203	45.33416666666667	C07	1.035	1.0354	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
164403	45.6675	C07	1.034	1.0344	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
165603	46.00083333333333	C07	1.033	1.0334	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
166803	46.33416666666667	C07	1.033	1.0326	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
168003	46.6675	C07	1.032	1.0318	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
169203	47.00083333333333	C07	1.031	1.031	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
170403	47.33416666666667	C07	1.03	1.03	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
171603	47.6675	C07	1.029	1.0295	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
172803	48.00083333333333	C07	1.028	1.029	2	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
0	0	C08	0.109	0.109	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
1200	0.3333333333333333	C08	0.109	0.109	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
2400	0.6666666666666666	C08	0.109	0.109	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
3600	1	C08	0.109	0.109	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
4800	1.3333333333333333	C08	0.109	0.1088	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
6000	1.6666666666666667	C08	0.109	0.1086	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
7200	2	C08	0.108	0.1084	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
8400	2.3333333333333335	C08	0.108	0.108	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
9600	2.6666666666666665	C08	0.108	0.10780000000000001	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
10800	3	C08	0.107	0.108	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
12000	3.3333333333333335	C08	0.108	0.1082	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
13200	3.6666666666666665	C08	0.109	0.1084	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
14400	4	C08	0.109	0.109	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
15600	4.333333333333333	C08	0.109	0.1094	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
16800	4.666666666666667	C08	0.11	0.1096	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
18000	5	C08	0.11	0.1102	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
19200	5.333333333333333	C08	0.11	0.1108	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
20400	5.666666666666667	C08	0.112	0.1116	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
21600	6	C08	0.112	0.1124	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
22800	6.333333333333333	C08	0.114	0.1132	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
24000	6.666666666666667	C08	0.114	0.1142	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
25200	7	C08	0.114	0.115	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
26400	7.333333333333333	C08	0.117	0.1156	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
27600	7.666666666666667	C08	0.116	0.1166	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
28800	8	C08	0.117	0.1178	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
30000	8.333333333333334	C08	0.119	0.1184	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
31200	8.666666666666666	C08	0.12	0.1198	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
32401	9.000277777777777	C08	0.12	0.1216	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
33601	9.33361111111111	C08	0.123	0.1236	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
34801	9.666944444444445	C08	0.126	0.1264	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
36001	10.000277777777775	C08	0.129	0.1302	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
37201	10.33361111111111	C08	0.134	0.1344	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
38401	10.666944444444445	C08	0.139	0.1392	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
39601	11.000277777777775	C08	0.144	0.145	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
40801	11.33361111111111	C08	0.15	0.1512	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
42001	11.666944444444445	C08	0.158	0.1576	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
43201	12.000277777777775	C08	0.165	0.1644	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
44401	12.33361111111111	C08	0.171	0.1706	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
45601	12.666944444444445	C08	0.178	0.1762	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
46801	13.000277777777775	C08	0.181	0.1808	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
48001	13.33361111111111	C08	0.186	0.184	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
49201	13.666944444444445	C08	0.188	0.1862	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
50401	14.000277777777775	C08	0.187	0.188	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
51601	14.33361111111111	C08	0.189	0.1892	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
52801	14.666944444444445	C08	0.19	0.19	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
54001	15.000277777777775	C08	0.192	0.191	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
55201	15.33361111111111	C08	0.192	0.1918	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
56401	15.666944444444445	C08	0.192	0.1928	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
57601	16.00027777777778	C08	0.193	0.1934	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
58801	16.33361111111111	C08	0.195	0.1938	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
60001	16.666944444444443	C08	0.195	0.1942	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
61201	17.00027777777778	C08	0.194	0.1944	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
62401	17.33361111111111	C08	0.194	0.194	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
63601	17.666944444444443	C08	0.194	0.1936	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
64801	18.00027777777778	C08	0.193	0.1934	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
66001	18.33361111111111	C08	0.193	0.1932	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
67201	18.666944444444443	C08	0.193	0.1934	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
68401	19.00027777777778	C08	0.193	0.1936	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
69601	19.33361111111111	C08	0.195	0.1938	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
70801	19.666944444444443	C08	0.194	0.1938	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
72001	20.00027777777778	C08	0.194	0.194	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
73201	20.33361111111111	C08	0.193	0.1938	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
74401	20.666944444444443	C08	0.194	0.194	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
75601	21.00027777777778	C08	0.194	0.1942	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
76801	21.33361111111111	C08	0.195	0.1946	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
78001	21.666944444444443	C08	0.195	0.195	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
79201	22.00027777777778	C08	0.195	0.1954	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
80401	22.33361111111111	C08	0.196	0.1956	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
81601	22.666944444444443	C08	0.196	0.196	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
82801	23.00027777777778	C08	0.196	0.196	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
84002	23.33388888888889	C08	0.197	0.1956	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
85202	23.66722222222222	C08	0.195	0.195	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
86402	24.00055555555555	C08	0.194	0.1944	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
87602	24.33388888888889	C08	0.193	0.1936	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
88802	24.66722222222222	C08	0.193	0.193	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
90002	25.00055555555555	C08	0.193	0.1926	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
91202	25.33388888888889	C08	0.192	0.1922	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
92402	25.66722222222222	C08	0.192	0.1918	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
93602	26.00055555555555	C08	0.191	0.1912	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
94802	26.33388888888889	C08	0.191	0.1908	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
96002	26.66722222222222	C08	0.19	0.1902	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
97202	27.00055555555555	C08	0.19	0.1898	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
98402	27.33388888888889	C08	0.189	0.1894	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
99602	27.66722222222222	C08	0.189	0.1892	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
100802	28.00055555555555	C08	0.189	0.189	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
102002	28.33388888888889	C08	0.189	0.1886	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
103202	28.66722222222222	C08	0.189	0.1884	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
104402	29.00055555555555	C08	0.187	0.1878	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
105602	29.33388888888889	C08	0.188	0.1872	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
106802	29.66722222222222	C08	0.186	0.1866	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
108002	30.00055555555555	C08	0.186	0.186	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
109202	30.33388888888889	C08	0.186	0.1852	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
110402	30.66722222222222	C08	0.184	0.1848	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
111602	31.00055555555555	C08	0.184	0.1844	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
112802	31.33388888888889	C08	0.184	0.184	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
114002	31.66722222222222	C08	0.184	0.1836	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
115202	32.00055555555556	C08	0.184	0.1832	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
116402	32.333888888888886	C08	0.182	0.183	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
117602	32.66722222222222	C08	0.182	0.1826	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
118802	33.00055555555556	C08	0.183	0.1822	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
120002	33.333888888888886	C08	0.182	0.182	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
121202	33.66722222222222	C08	0.182	0.1818	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
122402	34.00055555555556	C08	0.181	0.1814	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
123602	34.333888888888886	C08	0.181	0.1808	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
124802	34.66722222222222	C08	0.181	0.1804	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
126002	35.00055555555556	C08	0.179	0.1802	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
127202	35.333888888888886	C08	0.18	0.18	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
128402	35.66722222222222	C08	0.18	0.17959999999999998	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
129602	36.00055555555556	C08	0.18	0.1794	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
130802	36.333888888888886	C08	0.179	0.179	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
132002	36.66722222222222	C08	0.178	0.1784	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
133202	37.00055555555556	C08	0.178	0.1778	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
134402	37.333888888888886	C08	0.177	0.17759999999999998	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
135602	37.66722222222222	C08	0.177	0.1774	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
136802	38.00055555555556	C08	0.178	0.177	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
138003	38.33416666666667	C08	0.177	0.177	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
139203	38.6675	C08	0.176	0.17679999999999998	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
140403	39.00083333333333	C08	0.177	0.1764	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
141603	39.33416666666667	C08	0.176	0.1762	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
142803	39.6675	C08	0.176	0.1762	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
144003	40.00083333333333	C08	0.176	0.176	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
145203	40.33416666666667	C08	0.176	0.17579999999999998	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
146403	40.6675	C08	0.176	0.17559999999999998	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
147603	41.00083333333333	C08	0.175	0.1754	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
148803	41.33416666666667	C08	0.175	0.1754	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
150003	41.6675	C08	0.175	0.1754	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
151203	42.00083333333333	C08	0.176	0.1754	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
152403	42.33416666666667	C08	0.176	0.1754	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
153603	42.6675	C08	0.175	0.17559999999999998	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
154803	43.00083333333333	C08	0.175	0.17559999999999998	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
156003	43.33416666666667	C08	0.176	0.17559999999999998	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
157203	43.6675	C08	0.176	0.17559999999999998	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
158403	44.00083333333333	C08	0.176	0.17579999999999998	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
159603	44.33416666666667	C08	0.175	0.17559999999999998	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
160803	44.6675	C08	0.176	0.1754	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
162003	45.00083333333333	C08	0.175	0.1752	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
163203	45.33416666666667	C08	0.175	0.1752	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
164403	45.6675	C08	0.175	0.175	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
165603	46.00083333333333	C08	0.175	0.175	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
166803	46.33416666666667	C08	0.175	0.175	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
168003	46.6675	C08	0.175	0.17479999999999998	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
169203	47.00083333333333	C08	0.175	0.17459999999999998	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
170403	47.33416666666667	C08	0.174	0.1744	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
171603	47.6675	C08	0.174	0.17425	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
172803	48.00083333333333	C08	0.174	0.174	2	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	0	10000	c2	48
0	0	C09	0.096	0.09666666666666666	2	H1287	anc	NA	b	monoculture	C09C10	R2A	256	10000	c2	48
1200	0.3333333333333333	C09	0.097	0.09725	2	H1287	anc	NA	b	monoculture	C09C10	R2A	256	10000	c2	48
2400	0.6666666666666666	C09	0.097	0.0978	2	H1287	anc	NA	b	monoculture	C09C10	R2A	256	10000	c2	48
3600	1	C09	0.099	0.099	2	H1287	anc	NA	b	monoculture	C09C10	R2A	256	10000	c2	48
4800	1.3333333333333333	C09	0.1	0.1004	2	H1287	anc	NA	b	monoculture	C09C10	R2A	256	10000	c2	48
6000	1.6666666666666667	C09	0.102	0.102	2	H1287	anc	NA	b	monoculture	C09C10	R2A	256	10000	c2	48
7200	2	C09	0.104	0.1034	2	H1287	anc	NA	b	monoculture	C09C10	R2A	256	10000	c2	48
8400	2.3333333333333335	C09	0.105	0.1052	2	H1287	anc	NA	b	monoculture	C09C10	R2A	256	10000	c2	48
9600	2.6666666666666665	C09	0.106	0.1072	2	H1287	anc	NA	b	monoculture	C09C10	R2A	256	10000	c2	48
10800	3	C09	0.109	0.1094	2	H1287	anc	NA	b	monoculture	C09C10	R2A	256	10000	c2	48
12000	3.3333333333333335	C09	0.112	0.1124	2	H1287	anc	NA	b	monoculture	C09C10	R2A	256	10000	c2	48
13200	3.6666666666666665	C09	0.115	0.1168	2	H1287	anc	NA	b	monoculture	C09C10	R2A	256	10000	c2	48
14400	4	C09	0.12	0.1236	2	H1287	anc	NA	b	monoculture	C09C10	R2A	256	10000	c2	48
15600	4.333333333333333	C09	0.128	0.133	2	H1287	anc	NA	b	monoculture	C09C10	R2A	256	10000	c2	48
16800	4.666666666666667	C09	0.143	0.1458	2	H1287	anc	NA	b	monoculture	C09C10	R2A	256	10000	c2	48
18000	5	C09	0.159	0.1612	2	H1287	anc	NA	b	monoculture	C09C10	R2A	256	10000	c2	48
19200	5.333333333333333	C09	0.179	0.179	2	H1287	anc	NA	b	monoculture	C09C10	R2A	256	10000	c2	48
20400	5.666666666666667	C09	0.197	0.1982	2	H1287	anc	NA	b	monoculture	C09C10	R2A	256	10000	c2	48
21600	6	C09	0.217	0.2178	2	H1287	anc	NA	b	monoculture	C09C10	R2A	256	10000	c2	48
22800	6.333333333333333	C09	0.239	0.2378	2	H1287	anc	NA	b	monoculture	C09C10	R2A	256	10000	c2	48
24000	6.666666666666667	C09	0.257	0.259	2	H1287	anc	NA	b	monoculture	C09C10	R2A	256	10000	c2	48
25200	7	C09	0.279	0.2822	2	H1287	anc	NA	b	monoculture	C09C10	R2A	256	10000	c2	48
26400	7.333333333333333	C09	0.303	0.3068	2	H1287	anc	NA	b	monoculture	C09C10	R2A	256	10000	c2	48
27600	7.666666666666667	C09	0.333	0.3326	2	H1287	anc	NA	b	monoculture	C09C10	R2A	256	10000	c2	48
28800	8	C09	0.362	0.3574	2	H1287	anc	NA	b	monoculture	C09C10	R2A	256	10000	c2	48
30000	8.333333333333334	C09	0.386	0.3806	2	H1287	anc	NA	b	monoculture	C09C10	R2A	256	10000	c2	48
31200	8.666666666666666	C09	0.403	0.4012	2	H1287	anc	NA	b	monoculture	C09C10	R2A	256	10000	c2	48
