seconds	hours	well	OD600	OD600_rollmean	plate	strain	evolution	competition_pair	replicate	culture_type	joined_well_pair	media	strep_conc_ugml	dilution	plate_name	start_hrs_from_0
45601	12.666944444444445	B01	1.018	1.0148	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
46801	13.000277777777775	B01	1.025	1.0236	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
48001	13.33361111111111	B01	1.031	1.0316	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
49201	13.666944444444445	B01	1.038	1.039	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
50401	14.000277777777775	B01	1.046	1.0466	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
51601	14.33361111111111	B01	1.055	1.055	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
52801	14.666944444444445	B01	1.063	1.0636	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
54001	15.000277777777775	B01	1.073	1.0722	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
55201	15.33361111111111	B01	1.081	1.0808	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
56401	15.666944444444445	B01	1.089	1.0892	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
57601	16.00027777777778	B01	1.098	1.097	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
58801	16.33361111111111	B01	1.105	1.105	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
60001	16.666944444444443	B01	1.112	1.113	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
61201	17.00027777777778	B01	1.121	1.1208	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
62401	17.33361111111111	B01	1.129	1.128	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
63601	17.666944444444443	B01	1.137	1.1348	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
64801	18.00027777777778	B01	1.141	1.1412	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
66001	18.33361111111111	B01	1.146	1.1472	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
67201	18.666944444444443	B01	1.153	1.152	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
68401	19.00027777777778	B01	1.159	1.157	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
69601	19.33361111111111	B01	1.161	1.1622	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
70801	19.666944444444443	B01	1.166	1.167	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
72001	20.00027777777778	B01	1.172	1.1708	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
73201	20.33361111111111	B01	1.177	1.1746	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
74401	20.666944444444443	B01	1.178	1.178	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
75601	21.00027777777778	B01	1.18	1.1808	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
76801	21.33361111111111	B01	1.183	1.183	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
78001	21.666944444444443	B01	1.186	1.1852	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
79201	22.00027777777778	B01	1.188	1.1878	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
80401	22.33361111111111	B01	1.189	1.1898	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
81601	22.666944444444443	B01	1.193	1.1914	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
82801	23.00027777777778	B01	1.193	1.193	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
84001	23.33361111111111	B01	1.194	1.1948	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
85201	23.666944444444443	B01	1.196	1.1964	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
86401	24.00027777777778	B01	1.198	1.198	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
87601	24.33361111111111	B01	1.201	1.2	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
88801	24.666944444444443	B01	1.201	1.2016	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
90001	25.00027777777778	B01	1.204	1.203	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
91202	25.33388888888889	B01	1.204	1.204	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
92402	25.66722222222222	B01	1.205	1.2054	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
93602	26.00055555555555	B01	1.206	1.2066	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
94802	26.33388888888889	B01	1.208	1.208	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
96002	26.66722222222222	B01	1.21	1.2096	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
97202	27.00055555555555	B01	1.211	1.2114	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
98402	27.33388888888889	B01	1.213	1.2134	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
99602	27.66722222222222	B01	1.215	1.2152	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
100802	28.00055555555555	B01	1.218	1.2176	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
102002	28.33388888888889	B01	1.219	1.2202	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
103202	28.66722222222222	B01	1.223	1.223	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
104402	29.00055555555555	B01	1.226	1.2258	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
105602	29.33388888888889	B01	1.229	1.2288	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
106802	29.66722222222222	B01	1.232	1.2316	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
108002	30.00055555555555	B01	1.234	1.2346	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
109202	30.33388888888889	B01	1.237	1.237	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
110402	30.66722222222222	B01	1.241	1.2394	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
111602	31.00055555555555	B01	1.241	1.2416	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
112802	31.33388888888889	B01	1.244	1.2438	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
114002	31.66722222222222	B01	1.245	1.2456	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
115202	32.00055555555556	B01	1.248	1.2478	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
116402	32.333888888888886	B01	1.25	1.2504	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
117602	32.66722222222222	B01	1.252	1.2534	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
118802	33.00055555555556	B01	1.257	1.256	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
120002	33.333888888888886	B01	1.26	1.2586	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
121202	33.66722222222222	B01	1.261	1.2614	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
122402	34.00055555555556	B01	1.263	1.2636	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
123602	34.333888888888886	B01	1.266	1.266	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
124802	34.66722222222222	B01	1.268	1.2686	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
126002	35.00055555555556	B01	1.272	1.2714	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
127202	35.333888888888886	B01	1.274	1.2742	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
128402	35.66722222222222	B01	1.277	1.2772	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
129602	36.00055555555556	B01	1.28	1.2798	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
130802	36.333888888888886	B01	1.283	1.2826	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
132002	36.66722222222222	B01	1.285	1.2856	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
133202	37.00055555555556	B01	1.288	1.2886	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
134402	37.333888888888886	B01	1.292	1.2914	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
135602	37.66722222222222	B01	1.295	1.2944	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
136802	38.00055555555556	B01	1.297	1.2974	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
138002	38.333888888888886	B01	1.3	1.3002	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
139202	38.66722222222222	B01	1.303	1.3028	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
140402	39.00055555555556	B01	1.306	1.3056	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
141602	39.333888888888886	B01	1.308	1.3084	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
142802	39.66722222222222	B01	1.311	1.311	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
144002	40.00055555555556	B01	1.314	1.3138	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
145202	40.333888888888886	B01	1.316	1.3166	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
146403	40.6675	B01	1.32	1.3196	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
147603	41.00083333333333	B01	1.322	1.3226	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
148803	41.33416666666667	B01	1.326	1.3258	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
150003	41.6675	B01	1.329	1.3288	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
151203	42.00083333333333	B01	1.332	1.3318	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
152403	42.33416666666667	B01	1.335	1.3348	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
153603	42.6675	B01	1.337	1.3378	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
154803	43.00083333333333	B01	1.341	1.3408	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
156003	43.33416666666667	B01	1.344	1.3438	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
157203	43.6675	B01	1.347	1.347	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
158403	44.00083333333333	B01	1.35	1.35	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
159603	44.33416666666667	B01	1.353	1.353	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
160803	44.6675	B01	1.356	1.356	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
162003	45.00083333333333	B01	1.359	1.359	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
163203	45.33416666666667	B01	1.362	1.3622	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
164403	45.6675	B01	1.365	1.3656	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
165603	46.00083333333333	B01	1.369	1.369	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
166803	46.33416666666667	B01	1.373	1.3724	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
168003	46.6675	B01	1.376	1.3762	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
169203	47.00083333333333	B01	1.379	1.3798	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
170403	47.33416666666667	B01	1.384	1.3834	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
171603	47.6675	B01	1.387	1.38525	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
172803	48.00083333333333	B01	1.391	1.3873333333333333	2	H1287	anc	NA	a	monoculture	B01B02	M9MM	0	10000	c1	0
0	0	B03	0.121	0.121	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
1200	0.3333333333333333	B03	0.121	0.121	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
2400	0.6666666666666666	B03	0.121	0.121	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
3600	1	B03	0.121	0.121	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
4800	1.3333333333333333	B03	0.121	0.121	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
6000	1.6666666666666667	B03	0.121	0.1212	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
7200	2	B03	0.121	0.1216	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
8400	2.3333333333333335	B03	0.122	0.1222	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
9600	2.6666666666666665	B03	0.123	0.1232	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
10800	3	B03	0.124	0.1248	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
12000	3.3333333333333335	B03	0.126	0.1268	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
13200	3.6666666666666665	B03	0.129	0.1298	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
14400	4	B03	0.132	0.134	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
15600	4.333333333333333	B03	0.138	0.1398	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
16800	4.666666666666667	B03	0.145	0.1476	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
18000	5	B03	0.155	0.1586	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
19200	5.333333333333333	B03	0.168	0.1722	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
20400	5.666666666666667	B03	0.187	0.189	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
21600	6	B03	0.206	0.2088	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
22800	6.333333333333333	B03	0.229	0.2314	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
24000	6.666666666666667	B03	0.254	0.2558	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
25200	7	B03	0.281	0.2836	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
26400	7.333333333333333	B03	0.309	0.3158	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
27600	7.666666666666667	B03	0.345	0.3536	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
28800	8	B03	0.39	0.3976	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
30000	8.333333333333334	B03	0.443	0.4454	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
31201	8.666944444444445	B03	0.501	0.4956	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
32400	9	B03	0.548	0.5494	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
33600	9.333333333333334	B03	0.596	0.6122	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
34800	9.666666666666666	B03	0.659	0.6712	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
36001	10.000277777777775	B03	0.757	0.7244	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
37201	10.33361111111111	B03	0.796	0.7698	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
38401	10.666944444444445	B03	0.814	0.8048	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
39601	11.000277777777775	B03	0.823	0.8214	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
40801	11.33361111111111	B03	0.834	0.8311999999999999	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
42001	11.666944444444445	B03	0.84	0.8382	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
43201	12.000277777777775	B03	0.845	0.8438	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
44401	12.33361111111111	B03	0.849	0.8476	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
45601	12.666944444444445	B03	0.851	0.8508	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
46801	13.000277777777775	B03	0.853	0.8528	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
48001	13.33361111111111	B03	0.856	0.8542	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
49201	13.666944444444445	B03	0.855	0.8556	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
50401	14.000277777777775	B03	0.856	0.8572	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
51601	14.33361111111111	B03	0.858	0.8583999999999999	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
52801	14.666944444444445	B03	0.861	0.8603999999999999	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
54001	15.000277777777775	B03	0.862	0.86240000000000006	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
55201	15.33361111111111	B03	0.865	0.864	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
56401	15.666944444444445	B03	0.866	0.8654	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
57601	16.00027777777778	B03	0.866	0.8668	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
58801	16.33361111111111	B03	0.868	0.868	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
60001	16.666944444444443	B03	0.869	0.8694	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
61201	17.00027777777778	B03	0.871	0.8718	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
62401	17.33361111111111	B03	0.873	0.8732	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
63601	17.666944444444443	B03	0.878	0.8748	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
64801	18.00027777777778	B03	0.875	0.8764	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
66001	18.33361111111111	B03	0.877	0.8786	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
67201	18.666944444444443	B03	0.879	0.8798	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
68401	19.00027777777778	B03	0.884	0.882	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
69601	19.33361111111111	B03	0.884	0.8854	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
70801	19.666944444444443	B03	0.886	0.889	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
72001	20.00027777777778	B03	0.894	0.8914	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
73201	20.33361111111111	B03	0.897	0.8946000000000001	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
74401	20.666944444444443	B03	0.896	0.898	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
75601	21.00027777777778	B03	0.9	0.9006000000000001	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
76801	21.33361111111111	B03	0.903	0.9034	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
78001	21.666944444444443	B03	0.907	0.9072	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
79201	22.00027777777778	B03	0.911	0.912	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
80401	22.33361111111111	B03	0.915	0.9158	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
81601	22.666944444444443	B03	0.924	0.9194	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
82801	23.00027777777778	B03	0.922	0.923	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
84001	23.33361111111111	B03	0.925	0.9264	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
85201	23.666944444444443	B03	0.929	0.9296	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
86401	24.00027777777778	B03	0.932	0.9332	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
87601	24.33361111111111	B03	0.94	0.9374	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
88801	24.666944444444443	B03	0.94	0.9406	2	H1287	anc	A1287_E1287	a	coculture	B03B04	M9MM	0	10000	c1	0
