auc	max_od	min_od	strain	evolution	competition_pair	replicate	culture_type	joined_well_pair	media	plate_name	streptomycin
7.061770638888889	0.14933333333333332	0.146	NA	NA	NA	a	monoculture	E05E06	R2A	plate09	16
25.703708472222225	0.757	0.1412	H1287	evo	NA	a	monoculture	E05E06	R2A	plate09	16
7.422791444444445	0.1978	0.143	NA	NA	NA	a	monoculture	E07E08	R2A	plate09	16
42.38995380555556	1.4896666666666667	0.142	H1977	evo	NA	a	monoculture	E07E08	R2A	plate09	16
6.856890249999999	0.14366666666666666	0.142	NA	NA	NA	a	monoculture	E09E10	R2A	plate09	24
28.74148652777778	0.9076666666666667	0.1504	H1287	evo	NA	a	monoculture	E09E10	R2A	plate09	24
7.4359578611111115	0.15933333333333333	0.1528	NA	NA	NA	a	monoculture	E11E12	R2A	plate09	24
39.43107341666667	1.4592	0.149	H1977	evo	NA	a	monoculture	E11E12	R2A	plate09	24
6.874140611111111	0.14479999999999998	0.143	NA	NA	NA	b	monoculture	F01F02	R2A	plate09	12
24.221653194444446	0.7433333333333333	0.147	H1287	evo	NA	b	monoculture	F01F02	R2A	plate09	12
7.037081361111111	0.149	0.145	NA	NA	NA	b	monoculture	F03F04	R2A	plate09	12
42.05696097222223	1.531	0.141	H1977	evo	NA	b	monoculture	F03F04	R2A	plate09	12
6.989769722222222	0.14933333333333332	0.144	NA	NA	NA	b	monoculture	F05F06	R2A	plate09	16
25.32252286111111	0.748	0.146	H1287	evo	NA	b	monoculture	F05F06	R2A	plate09	16
6.854912722222222	0.144	0.142	NA	NA	NA	b	monoculture	F07F08	R2A	plate09	16
41.88985852777778	1.4913333333333334	0.148	H1977	evo	NA	b	monoculture	F07F08	R2A	plate09	16
6.816556666666666	0.14266666666666666	0.142	NA	NA	NA	b	monoculture	F09F10	R2A	plate09	24
27.950159138888893	0.8783333333333333	0.144	H1287	evo	NA	b	monoculture	F09F10	R2A	plate09	24
7.213416694444445	0.152	0.1498	NA	NA	NA	b	monoculture	F11F12	R2A	plate09	24
41.31667702777778	1.4674	0.1492	H1977	evo	NA	b	monoculture	F11F12	R2A	plate09	24
7.065270555555555	0.15033333333333332	0.14575	NA	NA	NA	c	monoculture	G01G02	R2A	plate09	12
24.719152611111113	0.785	0.14279999999999998	H1287	evo	NA	c	monoculture	G01G02	R2A	plate09	12
7.125726666666666	0.152	0.14766666666666667	NA	NA	NA	c	monoculture	G03G04	R2A	plate09	12
42.57408963888889	1.5058	0.146	H1977	evo	NA	c	monoculture	G03G04	R2A	plate09	12
6.916457611111111	0.14666666666666667	0.143	NA	NA	NA	c	monoculture	G05G06	R2A	plate09	16
25.079843833333335	0.765	0.148	H1287	evo	NA	c	monoculture	G05G06	R2A	plate09	16
7.165121666666667	0.15033333333333332	0.149	NA	NA	NA	c	monoculture	G07G08	R2A	plate09	16
41.10159622222223	1.437	0.15	H1977	evo	NA	c	monoculture	G07G08	R2A	plate09	16
14.904493472222224	0.553	0.144	NA	NA	NA	c	monoculture	G09G10	R2A	plate09	24
24.546827722222222	0.7046666666666667	0.14459999999999998	H1287	evo	NA	c	monoculture	G09G10	R2A	plate09	24
6.958619527777778	0.146	0.144	NA	NA	NA	c	monoculture	G11G12	R2A	plate09	24
43.328773527777784	1.5084	0.14559999999999998	H1977	evo	NA	c	monoculture	G11G12	R2A	plate09	24
28.292871722222223	0.8046000000000001	0.1422	H1287	anc	A1287_E1287	a	coculture	B01B02	R2A	plate10	64
21.682901694444446	0.6266	0.15159999999999998	H1287	evo	A1287_E1287	a	coculture	B01B02	R2A	plate10	64
26.25436525	0.7183333333333333	0.1535	H1287	anc	A1287_E1977	a	coculture	B03B04	R2A	plate10	64
34.71156886111111	1.134	0.145	H1977	evo	A1287_E1977	a	coculture	B03B04	R2A	plate10	64
23.92248302777778	0.6736000000000001	0.14959999999999998	H1287	evo	E1287_E1977	a	coculture	B05B06	R2A	plate10	64
36.84913983333334	1.2698	0.14559999999999998	H1977	evo	E1287_E1977	a	coculture	B05B06	R2A	plate10	64
22.63210813888889	0.714	0.15275	H1287	anc	A1287_E1287	a	coculture	B07B08	R2A	plate10	256
25.56940238888889	0.7802	0.1492	H1287	evo	A1287_E1287	a	coculture	B07B08	R2A	plate10	256
25.017914611111113	0.722	0.15	H1287	anc	A1287_E1977	a	coculture	B09B10	R2A	plate10	256
37.88509997222223	1.2468000000000001	0.152	H1977	evo	A1287_E1977	a	coculture	B09B10	R2A	plate10	256
23.122328500000002	0.6938	0.15	H1287	evo	E1287_E1977	a	coculture	B11B12	R2A	plate10	256
41.536182555555555	1.3644	0.2783333333333333	H1977	evo	E1287_E1977	a	coculture	B11B12	R2A	plate10	256
28.15404738888889	0.8453333333333333	0.148	H1287	anc	A1287_E1287	b	coculture	C01C02	R2A	plate10	64
21.53360388888889	0.6358	0.153	H1287	evo	A1287_E1287	b	coculture	C01C02	R2A	plate10	64
32.83488122222222	0.8726	0.156	H1287	anc	A1287_E1977	b	coculture	C03C04	R2A	plate10	64
34.58198602777778	1.195	0.146	H1977	evo	A1287_E1977	b	coculture	C03C04	R2A	plate10	64
25.55600102777778	0.742	0.143	H1287	evo	E1287_E1977	b	coculture	C05C06	R2A	plate10	64
38.48162286111111	1.2916	0.143	H1977	evo	E1287_E1977	b	coculture	C05C06	R2A	plate10	64
28.503075083333336	0.8686	0.1494	H1287	anc	A1287_E1287	b	coculture	C07C08	R2A	plate10	256
25.356780722222222	0.7478	0.1454	H1287	evo	A1287_E1287	b	coculture	C07C08	R2A	plate10	256
26.932790166666667	0.7728	0.15166666666666667	H1287	anc	A1287_E1977	b	coculture	C09C10	R2A	plate10	256
38.64439294444445	1.26	0.142	H1977	evo	A1287_E1977	b	coculture	C09C10	R2A	plate10	256
25.27971313888889	0.7424	0.149	H1287	evo	E1287_E1977	b	coculture	C11C12	R2A	plate10	256
39.70775211111111	1.325	0.1828	H1977	evo	E1287_E1977	b	coculture	C11C12	R2A	plate10	256
28.42878486111111	0.8442	0.14679999999999999	H1287	anc	A1287_E1287	c	coculture	D01D02	R2A	plate10	64
22.665454555555556	0.6796000000000001	0.1488	H1287	evo	A1287_E1287	c	coculture	D01D02	R2A	plate10	64
29.951941861111113	0.8072	0.14679999999999999	H1287	anc	A1287_E1977	c	coculture	D03D04	R2A	plate10	64
38.59631375	1.2862	0.165	H1977	evo	A1287_E1977	c	coculture	D03D04	R2A	plate10	64
27.400851583333335	0.7744	0.1546	H1287	evo	E1287_E1977	c	coculture	D05D06	R2A	plate10	64
39.61959975	1.3302	0.1678	H1977	evo	E1287_E1977	c	coculture	D05D06	R2A	plate10	64
27.769841583333335	0.8548	0.1686666666666667	H1287	anc	A1287_E1287	c	coculture	D07D08	R2A	plate10	256
27.61271691666667	0.8146	0.158	H1287	evo	A1287_E1287	c	coculture	D07D08	R2A	plate10	256
27.385265333333336	0.7646000000000001	0.15633333333333332	H1287	anc	A1287_E1977	c	coculture	D09D10	R2A	plate10	256
39.822256083333336	1.3386	0.1652	H1977	evo	A1287_E1977	c	coculture	D09D10	R2A	plate10	256
27.010317944444445	0.7506	0.16	H1287	evo	E1287_E1977	c	coculture	D11D12	R2A	plate10	256
38.40392338888889	1.3142	0.154	H1977	evo	E1287_E1977	c	coculture	D11D12	R2A	plate10	256
27.937933	0.8358	0.156	H1287	anc	A1287_E1287	d	coculture	E01E02	R2A	plate10	64
21.91712552777778	0.6586000000000001	0.146	H1287	evo	A1287_E1287	d	coculture	E01E02	R2A	plate10	64
28.439340333333334	0.7764	0.143	H1287	anc	A1287_E1977	d	coculture	E03E04	R2A	plate10	64
37.268290444444446	1.2604	0.1522	H1977	evo	A1287_E1977	d	coculture	E03E04	R2A	plate10	64
24.015118166666667	0.7033999999999999	0.152	H1287	evo	E1287_E1977	d	coculture	E05E06	R2A	plate10	64
39.11235286111111	1.367	0.148	H1977	evo	E1287_E1977	d	coculture	E05E06	R2A	plate10	64
28.793736527777778	0.8376	0.1454	H1287	anc	A1287_E1287	d	coculture	E07E08	R2A	plate10	256
26.350561444444445	0.7678	0.14759999999999998	H1287	evo	A1287_E1287	d	coculture	E07E08	R2A	plate10	256
26.894005444444446	0.7582	0.1452	H1287	anc	A1287_E1977	d	coculture	E09E10	R2A	plate10	256
38.81225241666667	1.291	0.15159999999999998	H1977	evo	A1287_E1977	d	coculture	E09E10	R2A	plate10	256
25.624413194444447	0.7173999999999999	0.1432	H1287	evo	E1287_E1977	d	coculture	E11E12	R2A	plate10	256
37.86920366666667	1.326	0.15259999999999999	H1977	evo	E1287_E1977	d	coculture	E11E12	R2A	plate10	256
26.493333305555556	0.7818	0.15266666666666667	H1287	anc	A1287_E1287	e	coculture	F01F02	R2A	plate10	64
22.417063416666668	0.6642	0.151	H1287	evo	A1287_E1287	e	coculture	F01F02	R2A	plate10	64
28.635105583333335	0.7686000000000001	0.1498	H1287	anc	A1287_E1977	e	coculture	F03F04	R2A	plate10	64
37.625399083333335	1.271	0.151	H1977	evo	A1287_E1977	e	coculture	F03F04	R2A	plate10	64
23.808764916666668	0.6993999999999999	0.146	H1287	evo	E1287_E1977	e	coculture	F05F06	R2A	plate10	64
39.027832611111116	1.3318	0.1474	H1977	evo	E1287_E1977	e	coculture	F05F06	R2A	plate10	64
28.715658305555557	0.8483999999999999	0.15	H1287	anc	A1287_E1287	e	coculture	F07F08	R2A	plate10	256
25.419601500000002	0.7626000000000001	0.145	H1287	evo	A1287_E1287	e	coculture	F07F08	R2A	plate10	256
25.872158583333334	0.7353999999999999	0.146	H1287	anc	A1287_E1977	e	coculture	F09F10	R2A	plate10	256
40.053705750000006	1.3324	0.161	H1977	evo	A1287_E1977	e	coculture	F09F10	R2A	plate10	256
25.91062202777778	0.7504	0.149	H1287	evo	E1287_E1977	e	coculture	F11F12	R2A	plate10	256
38.411582888888894	1.3024	0.152	H1977	evo	E1287_E1977	e	coculture	F11F12	R2A	plate10	256
26.178782833333337	0.783	0.1454	H1287	anc	A1287_E1287	f	coculture	G01G02	R2A	plate10	64
21.51199516666667	0.628	0.15	H1287	evo	A1287_E1287	f	coculture	G01G02	R2A	plate10	64
28.56679275	0.7638	0.146	H1287	anc	A1287_E1977	f	coculture	G03G04	R2A	plate10	64
36.7997985	1.2272	0.155	H1977	evo	A1287_E1977	f	coculture	G03G04	R2A	plate10	64
22.976204722222224	0.6386000000000001	0.15	H1287	evo	E1287_E1977	f	coculture	G05G06	R2A	plate10	64
38.69800175	1.3012	0.151	H1977	evo	E1287_E1977	f	coculture	G05G06	R2A	plate10	64
23.697181888888892	0.7516	0.1472	H1287	anc	A1287_E1287	f	coculture	G07G08	R2A	plate10	256
26.682313722222226	0.7958000000000001	0.148	H1287	evo	A1287_E1287	f	coculture	G07G08	R2A	plate10	256
24.23661736111111	0.6913999999999999	0.1482	H1287	anc	A1287_E1977	f	coculture	G09G10	R2A	plate10	256
38.315403	1.3042	0.143	H1977	evo	A1287_E1977	f	coculture	G09G10	R2A	plate10	256
25.507695944444446	0.7482	0.14579999999999999	H1287	evo	E1287_E1977	f	coculture	G11G12	R2A	plate10	256
39.648005000000005	1.3998	0.147	H1977	evo	E1287_E1977	f	coculture	G11G12	R2A	plate10	256
25.472209583333335	0.7548	0.1452	H1287	evo	E1287_E1977	a	coculture	B01B02	R2A	plate11	1024
35.669055666666665	1.2147999999999999	0.1502	H1977	evo	E1287_E1977	a	coculture	B01B02	R2A	plate11	1024
30.21014113888889	1.048	0.152	H1287	evo	NA	a	monoculture	B03B04	R2A	plate11	1024
7.032726	0.14766666666666667	0.146	NA	NA	NA	a	monoculture	B03B04	R2A	plate11	1024
23.938200944444446	0.693	0.147	H1287	evo	E1287_E1977	a	coculture	B05B06	R2A	plate11	4096
35.11094663888889	1.2406	0.143	H1977	evo	E1287_E1977	a	coculture	B05B06	R2A	plate11	4096
26.77791702777778	0.8903333333333333	0.143	H1287	evo	NA	a	monoculture	B07B08	R2A	plate11	4096
6.969180833333333	0.14733333333333332	0.14366666666666666	NA	NA	NA	a	monoculture	B07B08	R2A	plate11	4096
28.881838416666668	0.9296666666666668	0.149	H1287	evo	NA	a	monoculture	B09B10	R2A	plate11	64
6.895240833333333	0.144	0.143	NA	NA	NA	a	monoculture	B09B10	R2A	plate11	64
30.682799777777777	1.029	0.154	H1287	evo	NA	a	monoculture	B11B12	R2A	plate11	256
7.067120555555555	0.14833333333333332	0.147	NA	NA	NA	a	monoculture	B11B12	R2A	plate11	256
26.562656500000003	0.8002	0.15133333333333332	H1287	evo	E1287_E1977	b	coculture	C01C02	R2A	plate11	1024
37.326323111111115	1.2656	0.146	H1977	evo	E1287_E1977	b	coculture	C01C02	R2A	plate11	1024
28.934877583333336	0.9453333333333332	0.14466666666666667	H1287	evo	NA	b	monoculture	C03C04	R2A	plate11	1024
6.924896777777778	0.145	0.144	NA	NA	NA	b	monoculture	C03C04	R2A	plate11	1024
26.144310694444446	0.7642	0.141	H1287	evo	E1287_E1977	b	coculture	C05C06	R2A	plate11	4096
35.65163319444445	1.2426000000000001	0.1432	H1977	evo	E1287_E1977	b	coculture	C05C06	R2A	plate11	4096
28.120328833333335	0.9253333333333333	0.152	H1287	evo	NA	b	monoculture	C07C08	R2A	plate11	4096
6.971914166666666	0.147	0.144	NA	NA	NA	b	monoculture	C07C08	R2A	plate11	4096
28.845831194444447	0.875	0.152	H1287	evo	NA	b	monoculture	C09C10	R2A	plate11	64
7.421458055555556	0.15533333333333332	0.154	NA	NA	NA	b	monoculture	C09C10	R2A	plate11	64
31.281853972222223	1.0556666666666668	0.1514	H1287	evo	NA	b	monoculture	C11C12	R2A	plate11	256
7.042453888888889	0.15033333333333332	0.145	NA	NA	NA	b	monoculture	C11C12	R2A	plate11	256
26.194178416666666	0.7958000000000001	0.1454	H1287	evo	E1287_E1977	c	coculture	D01D02	R2A	plate11	1024
38.400040805555555	1.298	0.141	H1977	evo	E1287_E1977	c	coculture	D01D02	R2A	plate11	1024
29.77709025	1.0013333333333332	0.149	H1287	evo	NA	c	monoculture	D03D04	R2A	plate11	1024
6.794078666666667	0.143	0.141	NA	NA	NA	c	monoculture	D03D04	R2A	plate11	1024
26.564503472222224	0.7748	0.15	H1287	evo	E1287_E1977	c	coculture	D05D06	R2A	plate11	4096
35.086067250000006	1.2296	0.1412	H1977	evo	E1287_E1977	c	coculture	D05D06	R2A	plate11	4096
27.801901111111114	0.9186666666666667	0.146	H1287	evo	NA	c	monoculture	D07D08	R2A	plate11	4096
6.89558	0.145	0.142	NA	NA	NA	c	monoculture	D07D08	R2A	plate11	4096
28.40300213888889	0.8556666666666667	0.145	H1287	evo	NA	c	monoculture	D09D10	R2A	plate11	64
7.051787222222222	0.15333333333333332	0.144	NA	NA	NA	c	monoculture	D09D10	R2A	plate11	64
28.665293444444448	0.857	0.14659999999999998	H1287	evo	NA	c	monoculture	D11D12	R2A	plate11	256
7.070793083333333	0.15166666666666667	0.14559999999999998	NA	NA	NA	c	monoculture	D11D12	R2A	plate11	256
25.54891925	0.7728	0.148	H1287	evo	E1287_E1977	d	coculture	E01E02	R2A	plate11	1024
36.19761533333334	1.275	0.1432	H1977	evo	E1287_E1977	d	coculture	E01E02	R2A	plate11	1024
6.954952611111111	0.14733333333333332	0.144	NA	NA	NA	a	monoculture	E03E04	R2A	plate11	1024
39.75224655555556	1.4493333333333334	0.147	H1977	evo	NA	a	monoculture	E03E04	R2A	plate11	1024
26.44022275	0.7784	0.141	H1287	evo	E1287_E1977	d	coculture	E05E06	R2A	plate11	4096
33.53554177777778	1.186	0.146	H1977	evo	E1287_E1977	d	coculture	E05E06	R2A	plate11	4096
9.474841416666667	0.2736	0.143	NA	NA	NA	a	monoculture	E07E08	R2A	plate11	4096
51.137955194444444	1.3886	0.7193999999999999	H1977	evo	NA	a	monoculture	E07E08	R2A	plate11	4096
6.953058333333333	0.14866666666666667	0.143	NA	NA	NA	a	monoculture	E09E10	R2A	plate11	64
41.18311527777778	1.4774	0.1474	H1977	evo	NA	a	monoculture	E09E10	R2A	plate11	64
7.0443987777777775	0.1504	0.144	NA	NA	NA	a	monoculture	E11E12	R2A	plate11	256
40.69465897222223	1.453	0.151	H1977	evo	NA	a	monoculture	E11E12	R2A	plate11	256
24.791970194444445	0.7654	0.14259999999999998	H1287	evo	E1287_E1977	e	coculture	F01F02	R2A	plate11	1024
37.51189775	1.2796	0.147	H1977	evo	E1287_E1977	e	coculture	F01F02	R2A	plate11	1024
6.81589	0.1423333333333333	0.14179999999999998	NA	NA	NA	b	monoculture	F03F04	R2A	plate11	1024
40.52434219444445	1.5104	0.1444	H1977	evo	NA	b	monoculture	F03F04	R2A	plate11	1024
27.002905861111113	0.779	0.1442	H1287	evo	E1287_E1977	e	coculture	F05F06	R2A	plate11	4096
34.44010366666667	1.2113333333333334	0.151	H1977	evo	E1287_E1977	e	coculture	F05F06	R2A	plate11	4096
6.816078888888889	0.1422	0.14179999999999998	NA	NA	NA	b	monoculture	F07F08	R2A	plate11	4096
38.163270277777784	1.47	0.14459999999999998	H1977	evo	NA	b	monoculture	F07F08	R2A	plate11	4096
6.944580277777778	0.145	0.144	NA	NA	NA	b	monoculture	F09F10	R2A	plate11	64
43.59400869444445	1.5644	0.147	H1977	evo	NA	b	monoculture	F09F10	R2A	plate11	64
6.933913611111111	0.145	0.144	NA	NA	NA	b	monoculture	F11F12	R2A	plate11	256
40.70459925	1.4644000000000001	0.159	H1977	evo	NA	b	monoculture	F11F12	R2A	plate11	256
25.47881316666667	0.7684	0.14166666666666666	H1287	evo	E1287_E1977	f	coculture	G01G02	R2A	plate11	1024
35.12501127777778	1.22	0.145	H1977	evo	E1287_E1977	f	coculture	G01G02	R2A	plate11	1024
6.969458527777777	0.14733333333333332	0.144	NA	NA	NA	c	monoculture	G03G04	R2A	plate11	1024
39.417358944444445	1.4146	0.143	H1977	evo	NA	c	monoculture	G03G04	R2A	plate11	1024
25.978446722222223	0.752	0.143	H1287	evo	E1287_E1977	f	coculture	G05G06	R2A	plate11	4096
34.527698694444446	1.1826	0.14959999999999998	H1977	evo	E1287_E1977	f	coculture	G05G06	R2A	plate11	4096
7.085993861111111	0.1532	0.145	NA	NA	NA	c	monoculture	G07G08	R2A	plate11	4096
37.027228	1.3334	0.146	H1977	evo	NA	c	monoculture	G07G08	R2A	plate11	4096
7.135560555555555	0.15166666666666667	0.147	NA	NA	NA	c	monoculture	G09G10	R2A	plate11	64
41.59750591666667	1.4476	0.149	H1977	evo	NA	c	monoculture	G09G10	R2A	plate11	64
6.969041777777777	0.147	0.1442	NA	NA	NA	c	monoculture	G11G12	R2A	plate11	256
42.25184636111111	1.4864	0.15	H1977	evo	NA	c	monoculture	G11G12	R2A	plate11	256
