seconds	hours	well	OD600	OD600_rollmean	strain	evolution	competition_pair	replicate	culture_type	joined_well_pair	media	streptomycin	plate_name	strainID
99602	27.66722222222222	B12	1.134	1.1324	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
100802	28.00055555555555	B12	1.139	1.142	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
102002	28.33388888888889	B12	1.152	1.1514	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
103202	28.66722222222222	B12	1.161	1.1616	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
104402	29.00055555555555	B12	1.171	1.1724	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
105602	29.33388888888889	B12	1.185	1.1824	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
106802	29.66722222222222	B12	1.193	1.193	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
108002	30.00055555555555	B12	1.202	1.2032	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
109202	30.33388888888889	B12	1.214	1.2132	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
110402	30.66722222222222	B12	1.222	1.224	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
111602	31.00055555555555	B12	1.235	1.2356	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
112802	31.33388888888889	B12	1.247	1.2476	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
114002	31.66722222222222	B12	1.26	1.2596	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
115202	32.00055555555556	B12	1.274	1.2684	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
116402	32.333888888888886	B12	1.282	1.2768	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
117602	32.66722222222222	B12	1.279	1.2844	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
118802	33.00055555555556	B12	1.289	1.292	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
120002	33.333888888888886	B12	1.298	1.2992	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
121202	33.66722222222222	B12	1.312	1.3094	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
122402	34.00055555555556	B12	1.318	1.3186	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
123602	34.333888888888886	B12	1.33	1.327	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
124802	34.66722222222222	B12	1.335	1.3342	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
126002	35.00055555555556	B12	1.34	1.342	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
127202	35.333888888888886	B12	1.348	1.349	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
128402	35.66722222222222	B12	1.357	1.3564	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
129602	36.00055555555556	B12	1.365	1.3642	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
130802	36.333888888888886	B12	1.372	1.3716	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
132002	36.66722222222222	B12	1.379	1.378	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
133202	37.00055555555556	B12	1.385	1.3846	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
134402	37.333888888888886	B12	1.389	1.3906	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
135602	37.66722222222222	B12	1.398	1.3958	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
136802	38.00055555555556	B12	1.402	1.4002	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
138002	38.333888888888886	B12	1.405	1.4038	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
139202	38.66722222222222	B12	1.407	1.4056	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
140402	39.00055555555556	B12	1.407	1.4066	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
141602	39.333888888888886	B12	1.407	1.407	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
142802	39.66722222222222	B12	1.407	1.407	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
144002	40.00055555555556	B12	1.407	1.4074	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
145202	40.333888888888886	B12	1.407	1.4082	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
146402	40.66722222222222	B12	1.409	1.4094	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
147602	41.00055555555556	B12	1.411	1.4112	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
148802	41.333888888888886	B12	1.413	1.4134	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
150002	41.66722222222222	B12	1.416	1.4158	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
151202	42.00055555555556	B12	1.418	1.4178	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
152402	42.333888888888886	B12	1.421	1.4198	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
153603	42.6675	B12	1.421	1.4216	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
154803	43.00083333333333	B12	1.423	1.423	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
156003	43.33416666666667	B12	1.425	1.424	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
157203	43.6675	B12	1.425	1.4246	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
158403	44.00083333333333	B12	1.426	1.4246	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
159603	44.33416666666667	B12	1.424	1.4238	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
160803	44.6675	B12	1.423	1.4232	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
162003	45.00083333333333	B12	1.421	1.4224	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
163203	45.33416666666667	B12	1.422	1.4224	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
164403	45.6675	B12	1.422	1.423	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
165603	46.00083333333333	B12	1.424	1.4244	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
166803	46.33416666666667	B12	1.426	1.426	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
168003	46.6675	B12	1.428	1.4282	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
169203	47.00083333333333	B12	1.43	1.4304	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
170403	47.33416666666667	B12	1.433	1.4328	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
171603	47.6675	B12	1.435	1.434	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
172803	48.00083333333333	B12	1.438	1.4353333333333331	H1977	anc	NA	a	monoculture	B11B12	R2A	0	plate01	A1977
0	0	C12	0.147	0.147	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
1200	0.3333333333333333	C12	0.147	0.147	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
2400	0.6666666666666666	C12	0.147	0.147	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
3600	1	C12	0.147	0.1468	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
4800	1.3333333333333333	C12	0.147	0.14659999999999998	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
6000	1.6666666666666667	C12	0.146	0.14659999999999998	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
7200	2	C12	0.146	0.14659999999999998	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
8400	2.3333333333333335	C12	0.147	0.14659999999999998	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
9600	2.6666666666666665	C12	0.147	0.1468	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
10800	3	C12	0.147	0.147	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
12000	3.3333333333333335	C12	0.147	0.147	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
13200	3.6666666666666665	C12	0.147	0.147	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
14400	4	C12	0.147	0.147	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
15600	4.333333333333333	C12	0.147	0.1472	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
16800	4.666666666666667	C12	0.147	0.1474	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
18000	5	C12	0.148	0.14759999999999998	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
19200	5.333333333333333	C12	0.148	0.148	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
20401	5.666944444444445	C12	0.148	0.1484	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
21601	6.000277777777778	C12	0.149	0.149	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
22801	6.333611111111111	C12	0.149	0.14959999999999998	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
24001	6.666944444444445	C12	0.151	0.15059999999999998	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
25201	7.000277777777778	C12	0.151	0.1522	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
26401	7.333611111111111	C12	0.153	0.1542	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
27601	7.666944444444445	C12	0.157	0.1568	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
28801	8.000277777777777	C12	0.159	0.1606	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
30001	8.33361111111111	C12	0.164	0.1654	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
31201	8.666944444444445	C12	0.17	0.1744	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
32401	9.000277777777777	C12	0.177	0.1824	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
33601	9.33361111111111	C12	0.202	0.1908	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
34801	9.666944444444445	C12	0.199	0.2002	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
36001	10.000277777777775	C12	0.206	0.2142	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
37201	10.33361111111111	C12	0.217	0.2312	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
38401	10.666944444444445	C12	0.247	0.256	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
39601	11.000277777777775	C12	0.287	0.287	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
40801	11.33361111111111	C12	0.323	0.3236	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
42001	11.666944444444445	C12	0.361	0.3604	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
43201	12.000277777777775	C12	0.4	0.3966	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
44401	12.33361111111111	C12	0.431	0.4328	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
45601	12.666944444444445	C12	0.468	0.4698	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
46801	13.000277777777775	C12	0.504	0.504	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
48001	13.33361111111111	C12	0.546	0.5367999999999999	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
49201	13.666944444444445	C12	0.571	0.565	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
50401	14.000277777777775	C12	0.595	0.5922	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
51601	14.33361111111111	C12	0.609	0.615	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
52801	14.666944444444445	C12	0.64	0.6376000000000001	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
54001	15.000277777777775	C12	0.66	0.662	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
55201	15.33361111111111	C12	0.684	0.6888	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
56401	15.666944444444445	C12	0.717	0.7134	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
57601	16.00027777777778	C12	0.743	0.7382	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
58801	16.33361111111111	C12	0.763	0.765	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
60001	16.666944444444443	C12	0.784	0.7898	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
61201	17.00027777777778	C12	0.818	0.8126	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
62401	17.33361111111111	C12	0.841	0.8358	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
63601	17.666944444444443	C12	0.857	0.8573999999999999	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
64801	18.00027777777778	C12	0.879	0.8736	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
66001	18.33361111111111	C12	0.892	0.8864	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
67201	18.666944444444443	C12	0.899	0.8986000000000001	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
68401	19.00027777777778	C12	0.905	0.9072	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
69601	19.33361111111111	C12	0.918	0.916	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
70801	19.666944444444443	C12	0.922	0.924	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
72001	20.00027777777778	C12	0.936	0.9358	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
73201	20.33361111111111	C12	0.939	0.9466	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
74401	20.666944444444443	C12	0.964	0.9572	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
75601	21.00027777777778	C12	0.972	0.967	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
76801	21.33361111111111	C12	0.975	0.978	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
78001	21.666944444444443	C12	0.985	0.9868	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
79201	22.00027777777778	C12	0.994	0.993	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
80401	22.33361111111111	C12	1.008	1.0022	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
81601	22.666944444444443	C12	1.003	1.0096	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
82801	23.00027777777778	C12	1.021	1.0184	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
84001	23.33361111111111	C12	1.022	1.0268	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
85201	23.666944444444443	C12	1.038	1.0378	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
86401	24.00027777777778	C12	1.05	1.0466	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
87601	24.33361111111111	C12	1.058	1.0566	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
88801	24.666944444444443	C12	1.065	1.0648	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
90002	25.00055555555555	C12	1.072	1.0726	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
91202	25.33388888888889	C12	1.079	1.0802	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
92402	25.66722222222222	C12	1.089	1.088	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
93602	26.00055555555555	C12	1.096	1.0964	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
94802	26.33388888888889	C12	1.104	1.1058	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
96002	26.66722222222222	C12	1.114	1.1146	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
97202	27.00055555555555	C12	1.126	1.1232	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
98402	27.33388888888889	C12	1.133	1.1302	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
99602	27.66722222222222	C12	1.139	1.1368	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
100802	28.00055555555555	C12	1.139	1.143	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
102002	28.33388888888889	C12	1.147	1.1496	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
103202	28.66722222222222	C12	1.157	1.156	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
104402	29.00055555555555	C12	1.166	1.165	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
105602	29.33388888888889	C12	1.171	1.1736	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
106802	29.66722222222222	C12	1.184	1.182	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
108002	30.00055555555555	C12	1.19	1.1906	H1977	anc	NA	b	monoculture	C11C12	R2A	0	plate01	A1977
