y0	mumax	r2	strain	evolution	competition_pair	replicate	culture_type	joined_well_pair	media	streptomycin	plate_name
0.10707650383840522	0.00820581039747104	0.9990541779398822	H1977	anc	A1287_A1977	f	coculture	G03G04	R2A	12	plate05
0.040820360418789343	0.286617929075193	0.9998509667300491	H1287	anc	A1287_E1977	f	coculture	G05G06	R2A	12	plate05
0.01281978100838744	0.20186141717395423	0.9993575751464865	H1977	evo	A1287_E1977	f	coculture	G05G06	R2A	12	plate05
0.03375418074779058	0.2293172303591303	0.9999033857784274	H1287	evo	E1287_A1977	f	coculture	G07G08	R2A	12	plate05
0.0013415060704734603	0.10737245058387392	0.998316890608658	H1977	anc	E1287_A1977	f	coculture	G07G08	R2A	12	plate05
0.02032871470739906	0.26693826186870534	0.9998802641521971	H1287	evo	E1287_E1977	f	coculture	G09G10	R2A	12	plate05
0.007099787404590743	0.24375428837288765	0.9998538079169978	H1977	evo	E1287_E1977	f	coculture	G09G10	R2A	12	plate05
0.11879687781510075	0.007616164698772086	0.9986461092389496	H1977	anc	A1977_E1977	f	coculture	G11G12	R2A	12	plate05
0.0022306168959587477	0.3258919764787907	0.9999284844273659	H1977	evo	A1977_E1977	f	coculture	G11G12	R2A	12	plate05
0.04962197155263562	0.2636705816297978	0.9996543494525937	H1287	anc	A1287_E1287	a	coculture	B01B02	R2A	16	plate06
0.03808460277676272	0.2048548238662299	0.9998089926940169	H1287	evo	A1287_E1287	a	coculture	B01B02	R2A	16	plate06
0.04664430431504324	0.27307665225066946	0.9997424873344937	H1287	anc	A1287_A1977	a	coculture	B03B04	R2A	16	plate06
0.13678891353421113	0.0016199251815736952	0.9954489018090583	H1977	anc	A1287_A1977	a	coculture	B03B04	R2A	16	plate06
0.047054570313332156	0.2654898646799689	0.9997108626315631	H1287	anc	A1287_E1977	a	coculture	B05B06	R2A	16	plate06
0.004272827875397091	0.2833870862771331	0.9998755887371866	H1977	evo	A1287_E1977	a	coculture	B05B06	R2A	16	plate06
0.02681574787050725	0.2420867022020761	0.9998695208400996	H1287	evo	E1287_A1977	a	coculture	B07B08	R2A	16	plate06
0.13920648803781122	0.002404533055373331	0.9982046393868055	H1977	anc	E1287_A1977	a	coculture	B07B08	R2A	16	plate06
0.02708829505419035	0.23682084297967623	0.9998158499786405	H1287	evo	E1287_E1977	a	coculture	B09B10	R2A	16	plate06
0.007417419726805379	0.23212227065847083	0.9998804956256473	H1977	evo	E1287_E1977	a	coculture	B09B10	R2A	16	plate06
0.15491689033524084	0.0023266374835966878	0.9844131609853162	H1977	anc	A1977_E1977	a	coculture	B11B12	R2A	16	plate06
0.004539615554185113	0.2685543274185109	0.9999523743305329	H1977	evo	A1977_E1977	a	coculture	B11B12	R2A	16	plate06
0.04648986682929457	0.2741419474008247	0.9996074630606896	H1287	anc	A1287_E1287	b	coculture	C01C02	R2A	16	plate06
0.032999298858792034	0.20899222765344003	0.9998282019078224	H1287	evo	A1287_E1287	b	coculture	C01C02	R2A	16	plate06
0.04490102273560044	0.2734849452486447	0.9998767597118672	H1287	anc	A1287_A1977	b	coculture	C03C04	R2A	16	plate06
0.12825473057676906	0.0026797749898981294	0.9978941241190444	H1977	anc	A1287_A1977	b	coculture	C03C04	R2A	16	plate06
0.045551330684097086	0.27810933054816195	0.9998271052950828	H1287	anc	A1287_E1977	b	coculture	C05C06	R2A	16	plate06
0.007986179779797181	0.2302838370631288	0.999967491879501	H1977	evo	A1287_E1977	b	coculture	C05C06	R2A	16	plate06
0.028426991747614937	0.23590217348048392	0.9998460645716034	H1287	evo	E1287_A1977	b	coculture	C07C08	R2A	16	plate06
0.14545506127922547	4.5736729945405343e-4	0.9924540289977164	H1977	anc	E1287_A1977	b	coculture	C07C08	R2A	16	plate06
0.02823167046885794	0.2348076147750101	0.9998281513551387	H1287	evo	E1287_E1977	b	coculture	C09C10	R2A	16	plate06
0.0042750340288228526	0.2630881246073156	0.9999170684267001	H1977	evo	E1287_E1977	b	coculture	C09C10	R2A	16	plate06
0.14563484867537582	1.1008956237037954e-4	0.9992408653830694	H1977	anc	A1977_E1977	b	coculture	C11C12	R2A	16	plate06
0.008457894291056662	0.22137343432060333	0.9999582076282969	H1977	evo	A1977_E1977	b	coculture	C11C12	R2A	16	plate06
0.04772181933510351	0.26416729078648543	0.9996896548517826	H1287	anc	A1287_E1287	c	coculture	D01D02	R2A	16	plate06
0.03280330768646513	0.21305716051178802	0.9998264194595953	H1287	evo	A1287_E1287	c	coculture	D01D02	R2A	16	plate06
0.04610989806940355	0.2743155432738302	0.9998689828840532	H1287	anc	A1287_A1977	c	coculture	D03D04	R2A	16	plate06
0.14764614678351617	1.0669777461009346e-4	0.9980323646076917	H1977	anc	A1287_A1977	c	coculture	D03D04	R2A	16	plate06
0.0474193112084981	0.2647321651942778	0.9998395974336454	H1287	anc	A1287_E1977	c	coculture	D05D06	R2A	16	plate06
